entity_id,parent_id,address_type,firstname,lastname,street,city,country_id,telephone,postcode,is_active
1260,630,shipping,Thành,Phan,22 Trần Hưng Đạo,Hải Phòng,VN,0947603057,892242,1
1261,631,billing,Lan,Nguyễn,22 Trần Hưng Đạo,Hà Nội,VN,0986394319,880111,1
1262,631,shipping,Lan,Nguyễn,45 Đinh Tiên Hoàng,Hà Nội,VN,0943446835,965340,1
1263,632,billing,Hùng,Đỗ,22 Trần Hưng Đạo,Hà Nội,VN,0963311919,908508,1
1264,632,shipping,Hùng,Đỗ,123 Nguyễn Huệ,Hà Nội,VN,0922268172,621671,1
1265,633,billing,Thảo,Hồ,99 Hai Bà Trưng,Hà Nội,VN,0951043074,355506,1
1266,633,shipping,Thảo,Hồ,78 Lê Lợi,Hà Nội,VN,0940218016,909481,1
1267,634,billing,Bình,Đỗ,45 Đinh Tiên Hoàng,Đồng Nai,VN,0976361750,663308,1
1268,634,shipping,Bình,Đỗ,123 Nguyễn Huệ,Đồng Nai,VN,0945939502,661002,1
1269,635,billing,Anh,Nguyễn,99 Hai Bà Trưng,TP HCM,VN,0910209998,569045,1
1270,635,shipping,Anh,Nguyễn,45 Đinh Tiên Hoàng,TP HCM,VN,0989880452,905241,1
1271,636,billing,Đức,Phan,45 Đinh Tiên Hoàng,Hà Nội,VN,0924462404,865575,1
1272,636,shipping,Đức,Phan,45 Đinh Tiên Hoàng,Hà Nội,VN,0930522409,625893,1
1273,637,billing,Hải,Đặng,22 Trần Hưng Đạo,Hà Nội,VN,0984861051,323060,1
1274,637,shipping,Hải,Đặng,78 Lê Lợi,Hà Nội,VN,0922094282,933585,1
1275,638,billing,Thu,Bùi,45 Đinh Tiên Hoàng,TP HCM,VN,0910735535,776200,1
1276,638,shipping,Thu,Bùi,78 Lê Lợi,TP HCM,VN,0931349214,487371,1
1277,639,billing,Đức,Đỗ,22 Trần Hưng Đạo,Hà Nội,VN,0942679010,416595,1
1278,639,shipping,Đức,Đỗ,78 Lê Lợi,Hà Nội,VN,0935703437,917977,1
1279,640,billing,Quang,Vũ,123 Nguyễn Huệ,Hà Nội,VN,0934691854,225519,1
1280,640,shipping,Quang,Vũ,22 Trần Hưng Đạo,Hà Nội,VN,0988515394,127666,1
1281,641,billing,Hằng,Nguyễn,99 Hai Bà Trưng,TP HCM,VN,0918073121,583470,1
1282,641,shipping,Hằng,Nguyễn,99 Hai Bà Trưng,TP HCM,VN,0936378713,709263,1
1283,642,billing,Ánh,Trần,22 Trần Hưng Đạo,Hà Nội,VN,0985552244,779626,1
1284,642,shipping,Ánh,Trần,123 Nguyễn Huệ,Hà Nội,VN,0963034935,826514,1
1285,643,billing,Yến,Phan,99 Hai Bà Trưng,Khánh Hòa,VN,0998978659,260925,1
1286,643,shipping,Yến,Phan,99 Hai Bà Trưng,Khánh Hòa,VN,0971705678,973333,1
1287,644,billing,Hải,Vũ,123 Nguyễn Huệ,Hải Phòng,VN,0912252522,827629,1
1288,644,shipping,Hải,Vũ,22 Trần Hưng Đạo,Hải Phòng,VN,0962818159,281604,1
1289,645,billing,Minh,Bùi,78 Lê Lợi,Bình Dương,VN,0987455760,740966,1
1290,645,shipping,Minh,Bùi,22 Trần Hưng Đạo,Bình Dương,VN,0934064865,213399,1
1291,646,billing,Ngọc,Đặng,78 Lê Lợi,Bình Dương,VN,0990557504,289223,1
1292,646,shipping,Ngọc,Đặng,22 Trần Hưng Đạo,Bình Dương,VN,0920707453,826607,1
1293,647,billing,Trung,Nguyễn,78 Lê Lợi,TP HCM,VN,0932012747,474361,1
1294,647,shipping,Trung,Nguyễn,123 Nguyễn Huệ,TP HCM,VN,0990957866,402914,1
1295,648,billing,Mai,Phạm,99 Hai Bà Trưng,Hà Nội,VN,0965292949,821838,1
1296,648,shipping,Mai,Phạm,22 Trần Hưng Đạo,Hà Nội,VN,0955404575,501080,1
1297,649,billing,Trung,Hoàng,99 Hai Bà Trưng,Hà Nội,VN,0938653736,516540,1
1298,649,shipping,Trung,Hoàng,45 Đinh Tiên Hoàng,Hà Nội,VN,0937252710,361686,1
1299,650,billing,Đức,Phan,123 Nguyễn Huệ,TP HCM,VN,0989944188,832841,1
1300,650,shipping,Đức,Phan,45 Đinh Tiên Hoàng,TP HCM,VN,0937019964,351542,1
1301,651,billing,Nga,Đỗ,99 Hai Bà Trưng,TP HCM,VN,0933438912,922915,1
1302,651,shipping,Nga,Đỗ,78 Lê Lợi,TP HCM,VN,0961005510,503870,1
1303,652,billing,Đức,Đỗ,123 Nguyễn Huệ,TP HCM,VN,0991668693,856072,1
1304,652,shipping,Đức,Đỗ,45 Đinh Tiên Hoàng,TP HCM,VN,0975249540,355226,1
1305,653,billing,Hùng,Nguyễn,45 Đinh Tiên Hoàng,Hà Nội,VN,0984150789,270832,1
1306,653,shipping,Hùng,Nguyễn,123 Nguyễn Huệ,Hà Nội,VN,0998637903,219893,1
1307,654,billing,Tuấn,Hoàng,78 Lê Lợi,Bình Dương,VN,0957030802,823775,1
1308,654,shipping,Tuấn,Hoàng,123 Nguyễn Huệ,Bình Dương,VN,0968646468,623043,1
1309,655,billing,Hà,Nguyễn,78 Lê Lợi,TP HCM,VN,0997245285,275205,1
1310,655,shipping,Hà,Nguyễn,123 Nguyễn Huệ,TP HCM,VN,0926039859,853186,1
1311,656,billing,Ngọc,Bùi,99 Hai Bà Trưng,Bình Dương,VN,0965945401,140787,1
1312,656,shipping,Ngọc,Bùi,45 Đinh Tiên Hoàng,Bình Dương,VN,0998026688,250736,1
1313,657,billing,Hằng,Đỗ,123 Nguyễn Huệ,Đồng Nai,VN,0950913890,422667,1
1314,657,shipping,Hằng,Đỗ,22 Trần Hưng Đạo,Đồng Nai,VN,0952803917,368889,1
1315,658,billing,Phương,Bùi,78 Lê Lợi,Hà Nội,VN,0991379179,729864,1
1316,658,shipping,Phương,Bùi,99 Hai Bà Trưng,Hà Nội,VN,0962806417,722335,1
1317,659,billing,Thu,Bùi,123 Nguyễn Huệ,TP HCM,VN,0962525264,457920,1
1318,659,shipping,Thu,Bùi,45 Đinh Tiên Hoàng,TP HCM,VN,0932508419,595728,1
1319,660,billing,Đức,Phạm,45 Đinh Tiên Hoàng,Bình Dương,VN,0917645497,418311,1
1320,660,shipping,Đức,Phạm,45 Đinh Tiên Hoàng,Bình Dương,VN,0980507990,797440,1
1321,661,billing,Hùng,Dương,123 Nguyễn Huệ,TP HCM,VN,0949316837,193188,1
1322,661,shipping,Hùng,Dương,45 Đinh Tiên Hoàng,TP HCM,VN,0918893981,391014,1
1323,662,billing,Nga,Vũ,78 Lê Lợi,Hà Nội,VN,0954850828,541076,1
1324,662,shipping,Nga,Vũ,22 Trần Hưng Đạo,Hà Nội,VN,0948985826,390001,1
1325,663,billing,Thành,Bùi,78 Lê Lợi,Hải Phòng,VN,0973837984,802981,1
1326,663,shipping,Thành,Bùi,22 Trần Hưng Đạo,Hải Phòng,VN,0930074873,151132,1
1327,664,billing,Long,Hoàng,123 Nguyễn Huệ,Hà Nội,VN,0984481451,122662,1
1328,664,shipping,Long,Hoàng,78 Lê Lợi,Hà Nội,VN,0912389551,796787,1
1329,665,billing,Ngọc,Đỗ,99 Hai Bà Trưng,TP HCM,VN,0915959187,373085,1
1330,665,shipping,Ngọc,Đỗ,78 Lê Lợi,TP HCM,VN,0981924706,754934,1
1331,666,billing,Thành,Phạm,78 Lê Lợi,Đà Nẵng,VN,0947159769,260376,1
1332,666,shipping,Thành,Phạm,99 Hai Bà Trưng,Đà Nẵng,VN,0955047849,291157,1
1333,667,billing,Lan,Bùi,45 Đinh Tiên Hoàng,Hà Nội,VN,0922450579,441155,1
1334,667,shipping,Lan,Bùi,99 Hai Bà Trưng,Hà Nội,VN,0989303693,737282,1
1335,668,billing,Ngọc,Hồ,99 Hai Bà Trưng,Đà Nẵng,VN,0936015182,806223,1
1336,668,shipping,Ngọc,Hồ,45 Đinh Tiên Hoàng,Đà Nẵng,VN,0929302740,414904,1
1337,669,billing,Ngọc,Hồ,45 Đinh Tiên Hoàng,Quảng Ninh,VN,0983902100,370721,1
1338,669,shipping,Ngọc,Hồ,99 Hai Bà Trưng,Quảng Ninh,VN,0969145422,320547,1
1339,670,billing,Mai,Trần,99 Hai Bà Trưng,TP HCM,VN,0962386745,539327,1
1340,670,shipping,Mai,Trần,22 Trần Hưng Đạo,TP HCM,VN,0918619882,534918,1
1341,671,billing,Linh,Phạm,123 Nguyễn Huệ,TP HCM,VN,0920183988,998527,1
1342,671,shipping,Linh,Phạm,123 Nguyễn Huệ,TP HCM,VN,0972854761,750364,1
1343,672,billing,Quang,Bùi,78 Lê Lợi,Đà Nẵng,VN,0956199941,109758,1
1344,672,shipping,Quang,Bùi,99 Hai Bà Trưng,Đà Nẵng,VN,0996857548,671503,1
1345,673,billing,Phương,Đỗ,78 Lê Lợi,TP HCM,VN,0944757369,753652,1
1346,673,shipping,Phương,Đỗ,99 Hai Bà Trưng,TP HCM,VN,0921935156,477024,1
1347,674,billing,Linh,Dương,22 Trần Hưng Đạo,Đồng Nai,VN,0992548883,868024,1
1348,674,shipping,Linh,Dương,78 Lê Lợi,Đồng Nai,VN,0964418338,936035,1
1349,675,billing,Hà,Ngô,123 Nguyễn Huệ,TP HCM,VN,0986374499,439115,1
1350,675,shipping,Hà,Ngô,22 Trần Hưng Đạo,TP HCM,VN,0934800839,212584,1
1351,676,billing,Mai,Hồ,22 Trần Hưng Đạo,TP HCM,VN,0979694558,896066,1
1352,676,shipping,Mai,Hồ,99 Hai Bà Trưng,TP HCM,VN,0945790002,105601,1
1353,677,billing,Quang,Đặng,45 Đinh Tiên Hoàng,Quảng Ninh,VN,0960408072,825822,1
1354,677,shipping,Quang,Đặng,22 Trần Hưng Đạo,Quảng Ninh,VN,0998975141,915839,1
1355,678,billing,Hùng,Nguyễn,22 Trần Hưng Đạo,TP HCM,VN,0964270881,428103,1
1356,678,shipping,Hùng,Nguyễn,78 Lê Lợi,TP HCM,VN,0940295890,649413,1
1357,679,billing,Khánh,Hồ,99 Hai Bà Trưng,TP HCM,VN,0953959959,298983,1
1358,679,shipping,Khánh,Hồ,99 Hai Bà Trưng,TP HCM,VN,0915154006,438158,1
1359,680,billing,Trung,Nguyễn,45 Đinh Tiên Hoàng,Hà Nội,VN,0937190520,375245,1
1360,680,shipping,Trung,Nguyễn,45 Đinh Tiên Hoàng,Hà Nội,VN,0930637307,494197,1
1361,681,billing,Tuấn,Phan,78 Lê Lợi,Đà Nẵng,VN,0996902010,991275,1
1362,681,shipping,Tuấn,Phan,99 Hai Bà Trưng,Đà Nẵng,VN,0984394243,295928,1
1363,682,billing,Long,Ngô,22 Trần Hưng Đạo,Hà Nội,VN,0964811659,630735,1
1364,682,shipping,Long,Ngô,99 Hai Bà Trưng,Hà Nội,VN,0926611713,957292,1
1365,683,billing,Minh,Nguyễn,78 Lê Lợi,Hải Phòng,VN,0911718569,913665,1
1366,683,shipping,Minh,Nguyễn,99 Hai Bà Trưng,Hải Phòng,VN,0977263126,472578,1
1367,684,billing,Thành,Phan,123 Nguyễn Huệ,TP HCM,VN,0916310999,274650,1
1368,684,shipping,Thành,Phan,99 Hai Bà Trưng,TP HCM,VN,0993256690,748953,1
1369,685,billing,Hằng,Nguyễn,123 Nguyễn Huệ,Hà Nội,VN,0975123410,568487,1
1370,685,shipping,Hằng,Nguyễn,22 Trần Hưng Đạo,Hà Nội,VN,0957518015,666870,1
1371,686,billing,Việt,Hoàng,45 Đinh Tiên Hoàng,Quảng Ninh,VN,0981626605,155204,1
1372,686,shipping,Việt,Hoàng,22 Trần Hưng Đạo,Quảng Ninh,VN,0929542724,624072,1
1373,687,billing,Mai,Phan,45 Đinh Tiên Hoàng,Quảng Ninh,VN,0959958893,670442,1
1374,687,shipping,Mai,Phan,22 Trần Hưng Đạo,Quảng Ninh,VN,0969341118,412885,1
1375,688,billing,Khánh,Đỗ,45 Đinh Tiên Hoàng,Hà Nội,VN,0979346720,136984,1
1376,688,shipping,Khánh,Đỗ,78 Lê Lợi,Hà Nội,VN,0980121607,652085,1
1377,689,billing,Hải,Lê,22 Trần Hưng Đạo,Hà Nội,VN,0986089127,211179,1
1378,689,shipping,Hải,Lê,78 Lê Lợi,Hà Nội,VN,0914304242,986303,1
1379,690,billing,Thảo,Lê,45 Đinh Tiên Hoàng,TP HCM,VN,0910506099,695801,1
1380,690,shipping,Thảo,Lê,123 Nguyễn Huệ,TP HCM,VN,0994091505,347148,1
1381,691,billing,Linh,Phạm,22 Trần Hưng Đạo,Đồng Nai,VN,0921096125,869735,1
1382,691,shipping,Linh,Phạm,45 Đinh Tiên Hoàng,Đồng Nai,VN,0981635425,350281,1
1383,692,billing,Hà,Trần,22 Trần Hưng Đạo,Hà Nội,VN,0991607011,140004,1
1384,692,shipping,Hà,Trần,123 Nguyễn Huệ,Hà Nội,VN,0912683693,257591,1
1385,693,billing,Hùng,Bùi,22 Trần Hưng Đạo,Đà Nẵng,VN,0935304824,859266,1
1386,693,shipping,Hùng,Bùi,22 Trần Hưng Đạo,Đà Nẵng,VN,0939995501,922947,1
1387,694,billing,Ánh,Đặng,22 Trần Hưng Đạo,Hà Nội,VN,0995266752,722444,1
1388,694,shipping,Ánh,Đặng,45 Đinh Tiên Hoàng,Hà Nội,VN,0955923392,821003,1
1389,695,billing,Trang,Đỗ,99 Hai Bà Trưng,Đà Nẵng,VN,0987754278,398899,1
1390,695,shipping,Trang,Đỗ,78 Lê Lợi,Đà Nẵng,VN,0922228705,372220,1
1391,696,billing,Mai,Bùi,45 Đinh Tiên Hoàng,Hà Nội,VN,0972116901,261571,1
1392,696,shipping,Mai,Bùi,78 Lê Lợi,Hà Nội,VN,0990059202,630453,1
1393,697,billing,Tuấn,Phạm,78 Lê Lợi,Hà Nội,VN,0988057236,390579,1
1394,697,shipping,Tuấn,Phạm,123 Nguyễn Huệ,Hà Nội,VN,0989579897,246729,1
1395,698,billing,Thảo,Đặng,45 Đinh Tiên Hoàng,TP HCM,VN,0978413467,693770,1
1396,698,shipping,Thảo,Đặng,45 Đinh Tiên Hoàng,TP HCM,VN,0983225110,800438,1
1397,699,billing,Trang,Bùi,78 Lê Lợi,TP HCM,VN,0914245160,283397,1
1398,699,shipping,Trang,Bùi,22 Trần Hưng Đạo,TP HCM,VN,0946957880,867379,1
1399,700,billing,Khánh,Hồ,99 Hai Bà Trưng,TP HCM,VN,0945229574,154053,1
1400,700,shipping,Khánh,Hồ,22 Trần Hưng Đạo,TP HCM,VN,0914291141,511392,1
1401,701,billing,Việt,Trần,22 Trần Hưng Đạo,TP HCM,VN,0980213909,348300,1
1402,701,shipping,Việt,Trần,22 Trần Hưng Đạo,TP HCM,VN,0915920794,337984,1
1403,702,billing,Thảo,Ngô,99 Hai Bà Trưng,TP HCM,VN,0936585278,927515,1
1404,702,shipping,Thảo,Ngô,99 Hai Bà Trưng,TP HCM,VN,0961752268,849558,1
1405,703,billing,Trang,Hoàng,99 Hai Bà Trưng,Khánh Hòa,VN,0976175302,859392,1
1406,703,shipping,Trang,Hoàng,22 Trần Hưng Đạo,Khánh Hòa,VN,0971498859,202676,1
1407,704,billing,Ánh,Vũ,45 Đinh Tiên Hoàng,Đà Nẵng,VN,0929648907,303104,1
1408,704,shipping,Ánh,Vũ,22 Trần Hưng Đạo,Đà Nẵng,VN,0940354761,701072,1
1409,705,billing,Đức,Đỗ,45 Đinh Tiên Hoàng,Hà Nội,VN,0931224437,138092,1
1410,705,shipping,Đức,Đỗ,45 Đinh Tiên Hoàng,Hà Nội,VN,0995555115,157923,1
1411,706,billing,Long,Trần,22 Trần Hưng Đạo,TP HCM,VN,0960058911,124434,1
1412,706,shipping,Long,Trần,78 Lê Lợi,TP HCM,VN,0973941749,159352,1
1413,707,billing,Việt,Hoàng,45 Đinh Tiên Hoàng,TP HCM,VN,0966772917,983579,1
1414,707,shipping,Việt,Hoàng,22 Trần Hưng Đạo,TP HCM,VN,0915448656,594941,1
1415,708,billing,Ngọc,Đặng,99 Hai Bà Trưng,TP HCM,VN,0914974889,280519,1
1416,708,shipping,Ngọc,Đặng,99 Hai Bà Trưng,TP HCM,VN,0980179028,142814,1
1417,709,billing,Hà,Phan,22 Trần Hưng Đạo,Hải Phòng,VN,0984372406,189922,1
1418,709,shipping,Hà,Phan,45 Đinh Tiên Hoàng,Hải Phòng,VN,0999424325,183740,1
1419,710,billing,Thu,Phan,22 Trần Hưng Đạo,TP HCM,VN,0913377473,999649,1
1420,710,shipping,Thu,Phan,78 Lê Lợi,TP HCM,VN,0988309707,140621,1
1421,711,billing,Phương,Phạm,123 Nguyễn Huệ,TP HCM,VN,0985408558,779979,1
1422,711,shipping,Phương,Phạm,99 Hai Bà Trưng,TP HCM,VN,0931998013,903034,1
1423,712,billing,Linh,Đỗ,22 Trần Hưng Đạo,Bình Dương,VN,0955153775,155026,1
1424,712,shipping,Linh,Đỗ,123 Nguyễn Huệ,Bình Dương,VN,0940932468,755020,1
1425,713,billing,Hoa,Đặng,99 Hai Bà Trưng,TP HCM,VN,0918841190,479813,1
1426,713,shipping,Hoa,Đặng,22 Trần Hưng Đạo,TP HCM,VN,0983351109,308099,1
1427,714,billing,Thảo,Dương,78 Lê Lợi,Đà Nẵng,VN,0937615171,392372,1
1428,714,shipping,Thảo,Dương,22 Trần Hưng Đạo,Đà Nẵng,VN,0923477681,949848,1
1429,715,billing,Trung,Phạm,123 Nguyễn Huệ,TP HCM,VN,0937889040,430524,1
1430,715,shipping,Trung,Phạm,123 Nguyễn Huệ,TP HCM,VN,0936000472,718501,1
1431,716,billing,Hùng,Trần,78 Lê Lợi,TP HCM,VN,0991453849,254353,1
1432,716,shipping,Hùng,Trần,22 Trần Hưng Đạo,TP HCM,VN,0944871024,501793,1
1433,717,billing,Lan,Ngô,99 Hai Bà Trưng,Hà Nội,VN,0923076354,543142,1
1434,717,shipping,Lan,Ngô,45 Đinh Tiên Hoàng,Hà Nội,VN,0910596673,262301,1
1435,718,billing,Trung,Hồ,22 Trần Hưng Đạo,Hà Nội,VN,0979642057,628010,1
1436,718,shipping,Trung,Hồ,45 Đinh Tiên Hoàng,Hà Nội,VN,0969618991,981752,1
1437,719,billing,Thảo,Đỗ,123 Nguyễn Huệ,Đà Nẵng,VN,0957011285,605028,1
1438,719,shipping,Thảo,Đỗ,123 Nguyễn Huệ,Đà Nẵng,VN,0945963732,122413,1
1439,720,billing,Trung,Ngô,22 Trần Hưng Đạo,TP HCM,VN,0991210383,277570,1
1440,720,shipping,Trung,Ngô,78 Lê Lợi,TP HCM,VN,0976504423,226066,1
1441,721,billing,Khánh,Ngô,123 Nguyễn Huệ,Đồng Nai,VN,0929213801,359507,1
1442,721,shipping,Khánh,Ngô,78 Lê Lợi,Đồng Nai,VN,0923002731,586766,1
1443,722,billing,Ánh,Vũ,45 Đinh Tiên Hoàng,Quảng Ninh,VN,0955447466,701326,1
1444,722,shipping,Ánh,Vũ,78 Lê Lợi,Quảng Ninh,VN,0975985951,938621,1
1445,723,billing,Nga,Lê,45 Đinh Tiên Hoàng,Bình Dương,VN,0951677287,895309,1
1446,723,shipping,Nga,Lê,78 Lê Lợi,Bình Dương,VN,0990934970,301908,1
1447,724,billing,Linh,Phạm,22 Trần Hưng Đạo,Đà Nẵng,VN,0962118474,776916,1
1448,724,shipping,Linh,Phạm,45 Đinh Tiên Hoàng,Đà Nẵng,VN,0918944885,856972,1
1449,725,billing,Hải,Trần,45 Đinh Tiên Hoàng,Hà Nội,VN,0920475105,158855,1
1450,725,shipping,Hải,Trần,99 Hai Bà Trưng,Hà Nội,VN,0959604677,769430,1
1451,726,billing,Hoa,Nguyễn,78 Lê Lợi,TP HCM,VN,0967876405,148998,1
1452,726,shipping,Hoa,Nguyễn,78 Lê Lợi,TP HCM,VN,0988149957,713284,1
1453,727,billing,Ánh,Hoàng,123 Nguyễn Huệ,TP HCM,VN,0976242616,514931,1
1454,727,shipping,Ánh,Hoàng,78 Lê Lợi,TP HCM,VN,0949795117,792254,1
1455,728,billing,Trang,Ngô,99 Hai Bà Trưng,Hải Phòng,VN,0950529466,172016,1
1456,728,shipping,Trang,Ngô,22 Trần Hưng Đạo,Hải Phòng,VN,0973226959,560989,1
1457,729,billing,Quang,Lê,78 Lê Lợi,TP HCM,VN,0982187337,246087,1
1458,729,shipping,Quang,Lê,45 Đinh Tiên Hoàng,TP HCM,VN,0923611999,547810,1
1459,730,billing,Hùng,Hồ,78 Lê Lợi,Bình Dương,VN,0981760482,539494,1
1460,730,shipping,Hùng,Hồ,78 Lê Lợi,Bình Dương,VN,0971710657,147711,1
1461,731,billing,Thành,Trần,45 Đinh Tiên Hoàng,Bình Dương,VN,0967529322,128965,1
1462,731,shipping,Thành,Trần,123 Nguyễn Huệ,Bình Dương,VN,0967865460,674048,1
1463,732,billing,Minh,Hoàng,123 Nguyễn Huệ,TP HCM,VN,0943800890,598647,1
1464,732,shipping,Minh,Hoàng,78 Lê Lợi,TP HCM,VN,0936708663,531254,1
1465,733,billing,Minh,Hồ,99 Hai Bà Trưng,Hà Nội,VN,0996184357,402024,1
1466,733,shipping,Minh,Hồ,22 Trần Hưng Đạo,Hà Nội,VN,0985207927,163273,1
1467,734,billing,Trang,Lê,78 Lê Lợi,Hà Nội,VN,0948569800,888140,1
1468,734,shipping,Trang,Lê,22 Trần Hưng Đạo,Hà Nội,VN,0940795519,453277,1
1469,735,billing,Linh,Bùi,78 Lê Lợi,TP HCM,VN,0921479291,441275,1
1470,735,shipping,Linh,Bùi,45 Đinh Tiên Hoàng,TP HCM,VN,0916092391,428086,1
1471,736,billing,Hải,Lê,45 Đinh Tiên Hoàng,TP HCM,VN,0998128471,653306,1
1472,736,shipping,Hải,Lê,22 Trần Hưng Đạo,TP HCM,VN,0942490557,603280,1
1473,737,billing,Ánh,Phan,22 Trần Hưng Đạo,TP HCM,VN,0932165940,492789,1
1474,737,shipping,Ánh,Phan,45 Đinh Tiên Hoàng,TP HCM,VN,0989761155,774400,1
1475,738,billing,Việt,Trần,45 Đinh Tiên Hoàng,Hà Nội,VN,0985793307,168305,1
1476,738,shipping,Việt,Trần,78 Lê Lợi,Hà Nội,VN,0968380252,992492,1
1477,739,billing,Phương,Hoàng,99 Hai Bà Trưng,Đồng Nai,VN,0967106768,650949,1
1478,739,shipping,Phương,Hoàng,78 Lê Lợi,Đồng Nai,VN,0920400458,247525,1
1479,740,billing,Mai,Đỗ,22 Trần Hưng Đạo,Hà Nội,VN,0975228249,337263,1
1480,740,shipping,Mai,Đỗ,99 Hai Bà Trưng,Hà Nội,VN,0912130216,865902,1
1481,741,billing,Việt,Ngô,99 Hai Bà Trưng,TP HCM,VN,0994517966,551427,1
1482,741,shipping,Việt,Ngô,99 Hai Bà Trưng,TP HCM,VN,0997514263,931498,1
1483,742,billing,Hà,Ngô,78 Lê Lợi,Hà Nội,VN,0999419582,340993,1
1484,742,shipping,Hà,Ngô,99 Hai Bà Trưng,Hà Nội,VN,0935898059,610967,1
1485,743,billing,Trung,Lê,78 Lê Lợi,Hà Nội,VN,0915570908,848164,1
1486,743,shipping,Trung,Lê,45 Đinh Tiên Hoàng,Hà Nội,VN,0958896688,821497,1
1487,744,billing,Thành,Đặng,78 Lê Lợi,TP HCM,VN,0933150693,959223,1
1488,744,shipping,Thành,Đặng,99 Hai Bà Trưng,TP HCM,VN,0946411456,839282,1
1489,745,billing,Trung,Hồ,123 Nguyễn Huệ,TP HCM,VN,0999009711,161251,1
1490,745,shipping,Trung,Hồ,45 Đinh Tiên Hoàng,TP HCM,VN,0994791383,477230,1
1491,746,billing,Thu,Vũ,45 Đinh Tiên Hoàng,Hà Nội,VN,0929011638,379212,1
1492,746,shipping,Thu,Vũ,78 Lê Lợi,Hà Nội,VN,0952964065,560017,1
1493,747,billing,Lan,Phạm,22 Trần Hưng Đạo,Hà Nội,VN,0977198382,658934,1
1494,747,shipping,Lan,Phạm,45 Đinh Tiên Hoàng,Hà Nội,VN,0938149741,436555,1
1495,748,billing,Long,Phan,123 Nguyễn Huệ,Hà Nội,VN,0962473989,516131,1
1496,748,shipping,Long,Phan,123 Nguyễn Huệ,Hà Nội,VN,0976992009,602648,1
1497,749,billing,Thành,Bùi,45 Đinh Tiên Hoàng,TP HCM,VN,0979999633,548734,1
1498,749,shipping,Thành,Bùi,22 Trần Hưng Đạo,TP HCM,VN,0970998127,300739,1
1499,750,billing,Yến,Lê,22 Trần Hưng Đạo,Hà Nội,VN,0978766538,659273,1
1500,750,shipping,Yến,Lê,22 Trần Hưng Đạo,Hà Nội,VN,0983077553,839231,1
1501,751,billing,Long,Phạm,22 Trần Hưng Đạo,Hà Nội,VN,0970567225,210813,1
1502,751,shipping,Long,Phạm,99 Hai Bà Trưng,Hà Nội,VN,0971242141,210373,1
1503,752,billing,Thu,Vũ,45 Đinh Tiên Hoàng,Hải Phòng,VN,0934858238,112419,1
1504,752,shipping,Thu,Vũ,99 Hai Bà Trưng,Hải Phòng,VN,0997626088,252361,1
1505,753,billing,Tuấn,Lê,45 Đinh Tiên Hoàng,TP HCM,VN,0934893364,853072,1
1506,753,shipping,Tuấn,Lê,22 Trần Hưng Đạo,TP HCM,VN,0975571095,975127,1
1507,754,billing,Hoa,Đặng,22 Trần Hưng Đạo,Hà Nội,VN,0933308041,269496,1
1508,754,shipping,Hoa,Đặng,22 Trần Hưng Đạo,Hà Nội,VN,0963946592,621572,1
1509,755,billing,Bình,Phạm,45 Đinh Tiên Hoàng,Đà Nẵng,VN,0939912020,267435,1
1510,755,shipping,Bình,Phạm,45 Đinh Tiên Hoàng,Đà Nẵng,VN,0932476480,989455,1
1511,756,billing,Hằng,Lê,99 Hai Bà Trưng,TP HCM,VN,0995225810,106897,1
1512,756,shipping,Hằng,Lê,22 Trần Hưng Đạo,TP HCM,VN,0955270907,806563,1
1513,757,billing,Quang,Phan,22 Trần Hưng Đạo,Hà Nội,VN,0981018026,222654,1
1514,757,shipping,Quang,Phan,99 Hai Bà Trưng,Hà Nội,VN,0985492758,901842,1
1515,758,billing,Lan,Phan,123 Nguyễn Huệ,Hà Nội,VN,0986393636,471694,1
1516,758,shipping,Lan,Phan,78 Lê Lợi,Hà Nội,VN,0973268207,567271,1
1517,759,billing,Long,Lê,78 Lê Lợi,TP HCM,VN,0945636099,563812,1
1518,759,shipping,Long,Lê,22 Trần Hưng Đạo,TP HCM,VN,0991066622,533251,1
1519,760,billing,Phương,Bùi,123 Nguyễn Huệ,Hà Nội,VN,0993679247,139857,1
1520,760,shipping,Phương,Bùi,123 Nguyễn Huệ,Hà Nội,VN,0965892964,737745,1
1521,761,billing,Anh,Đỗ,45 Đinh Tiên Hoàng,Hà Nội,VN,0920221422,125662,1
1522,761,shipping,Anh,Đỗ,99 Hai Bà Trưng,Hà Nội,VN,0996698554,663663,1
1523,762,billing,Tuấn,Ngô,45 Đinh Tiên Hoàng,Hà Nội,VN,0918037671,725942,1
1524,762,shipping,Tuấn,Ngô,45 Đinh Tiên Hoàng,Hà Nội,VN,0948877068,474093,1
1525,763,billing,Hằng,Đặng,123 Nguyễn Huệ,Hà Nội,VN,0910564475,422711,1
1526,763,shipping,Hằng,Đặng,99 Hai Bà Trưng,Hà Nội,VN,0963979680,657911,1
1527,764,billing,Anh,Đặng,22 Trần Hưng Đạo,Hà Nội,VN,0996280832,871717,1
1528,764,shipping,Anh,Đặng,123 Nguyễn Huệ,Hà Nội,VN,0980075658,701594,1
1529,765,billing,Đức,Đỗ,45 Đinh Tiên Hoàng,Bình Dương,VN,0968383665,822298,1
1530,765,shipping,Đức,Đỗ,123 Nguyễn Huệ,Bình Dương,VN,0962839362,944153,1
1531,766,billing,Minh,Phạm,45 Đinh Tiên Hoàng,Hà Nội,VN,0931840985,272570,1
