entity_id,email,full_name,gender,birth_year,age_group,occupation,province,nationality,loyalty_tier,group_id,website_id,store_id,created_at,updated_at,is_active
1170,customer1170@example.com,Trần Trung,Nam,1993,30-39,Doanh nhân,Hà Nội,Việt Nam,Diamond,2,1,6,2020-06-26,2023-04-30,1
1171,customer1171@example.com,Vũ Yến,Nữ,1995,25-29,Nhà đầu tư,Hà Nội,Việt Nam,Gold,1,1,4,2022-03-08,2024-10-21,1
1172,customer1172@example.com,Dương Thành,Nam,1960,60+,Giám đốc,TP HCM,Expat,Platinum,3,1,4,2023-06-23,2024-02-20,1
1173,customer1173@example.com,Hồ Hùng,Nam,1994,30-39,Luật sư,Hà Nội,Việt Nam,Silver,2,1,2,2015-10-02,2023-09-17,1
1174,customer1174@example.com,Phan Anh,Nam,1987,30-39,Nhà đầu tư,Hà Nội,Việt Nam,Silver,3,1,4,2018-05-29,2024-03-14,1
1175,customer1175@example.com,Nguyễn Ánh,Nữ,1997,25-29,Người nổi tiếng,Quảng Ninh,Việt Nam,Gold,3,1,8,2019-04-21,2024-07-05,1
1176,customer1176@example.com,Đỗ Nga,Nữ,1997,25-29,Người nổi tiếng,Quảng Ninh,Việt Nam,Diamond,1,1,8,2017-10-29,2024-07-10,1
1177,customer1177@example.com,Đặng Quang,Nam,1966,50-59,Chuyên gia tài chính,Hà Nội,Expat,Silver,3,1,9,2022-11-23,2024-04-07,1
1178,customer1178@example.com,Nguyễn Ánh,Nữ,1966,50-59,Bác sĩ,TP HCM,Việt Nam,Silver,4,1,2,2020-08-18,2023-07-05,1
1179,customer1179@example.com,Hồ Trang,Nữ,1994,30-39,Doanh nhân,Hà Nội,Việt Nam,Gold,2,1,8,2018-04-16,2023-06-16,0
1180,customer1180@example.com,Trần Ánh,Nữ,1987,30-39,Bác sĩ,Khánh Hòa,Việt Nam,Gold,2,1,1,2019-05-06,2024-10-31,1
1181,customer1181@example.com,Hoàng Mai,Nữ,1962,60+,Luật sư,TP HCM,Việt Nam,Platinum,2,1,8,2022-11-10,2023-04-29,1
1182,customer1182@example.com,Ngô Trung,Nam,1968,50-59,Doanh nhân,TP HCM,Việt Nam,Platinum,1,1,9,2022-10-12,2024-01-13,1
1183,customer1183@example.com,Đặng Minh,Nam,1986,30-39,Kiến trúc sư,TP HCM,Việt Nam,Silver,1,1,5,2022-06-15,2024-01-02,1
1184,customer1184@example.com,Trần Minh,Nam,1968,50-59,Bác sĩ,Hà Nội,Việt Nam,Silver,3,1,9,2017-12-13,2024-05-04,0
1185,customer1185@example.com,Vũ Hùng,Nam,1997,25-29,Doanh nhân,Hà Nội,Việt Nam,Silver,4,1,1,2019-03-04,2023-03-03,1
1186,customer1186@example.com,Bùi Anh,Nam,1967,50-59,Kiến trúc sư,TP HCM,Việt Nam,Diamond,2,1,6,2017-09-25,2024-05-06,1
1187,customer1187@example.com,Đặng Bình,Nam,1990,30-39,Luật sư,Hà Nội,Việt Nam,Gold,1,1,3,2022-06-25,2023-05-11,1
1188,customer1188@example.com,Đặng Thành,Nam,1964,60+,Giám đốc,TP HCM,Việt Nam,Platinum,3,1,4,2017-12-11,2024-02-21,0
1189,customer1189@example.com,Phan Ngọc,Nữ,1962,60+,Nhà đầu tư,Hà Nội,Việt Nam,Diamond,4,1,8,2021-10-19,2023-08-19,1
1190,customer1190@example.com,Đỗ Việt,Nam,1990,30-39,Nhà đầu tư,TP HCM,Việt Nam,Silver,3,1,8,2015-11-04,2024-03-19,1
1191,customer1191@example.com,Bùi Hoa,Nữ,1964,60+,Bác sĩ,Đà Nẵng,Việt Nam,Silver,3,1,8,2022-04-17,2023-12-16,1
1192,customer1192@example.com,Đặng Yến,Nữ,1979,40-49,Người nổi tiếng,TP HCM,Expat,Platinum,2,1,8,2018-10-12,2023-04-04,1
1193,customer1193@example.com,Bùi Phương,Nữ,1994,30-39,Giám đốc,Hà Nội,Việt Nam,Silver,3,1,10,2020-10-04,2023-08-22,1
1194,customer1194@example.com,Đỗ Linh,Nữ,1975,40-49,Chuyên gia tài chính,Quảng Ninh,Việt Nam,Silver,4,1,5,2017-12-16,2024-09-04,1
1195,customer1195@example.com,Dương Việt,Nam,1968,50-59,Kiến trúc sư,Hà Nội,Việt Nam,Platinum,3,1,4,2020-03-10,2024-08-18,1
1196,customer1196@example.com,Hồ Đức,Nam,1978,40-49,Luật sư,TP HCM,Việt Nam,Silver,4,1,6,2017-10-03,2024-02-06,1
1197,customer1197@example.com,Đặng Yến,Nữ,1996,25-29,Chuyên gia tài chính,Hà Nội,Việt Nam,Silver,4,1,9,2019-05-30,2023-01-04,0
1198,customer1198@example.com,Đặng Yến,Nữ,1991,30-39,Kiến trúc sư,TP HCM,Việt Nam,Silver,4,1,8,2021-09-04,2023-04-21,1
1199,customer1199@example.com,Trần Mai,Nữ,1980,40-49,Bác sĩ,Hà Nội,Việt Nam,Diamond,1,1,2,2018-02-10,2023-04-21,1
1200,customer1200@example.com,Dương Hoa,Nữ,1968,50-59,Nhà đầu tư,Hà Nội,Expat,Gold,1,1,2,2018-10-14,2024-10-01,1
1201,customer1201@example.com,Phạm Linh,Nữ,1987,30-39,Luật sư,TP HCM,Việt Nam,Silver,3,1,4,2016-09-13,2023-01-24,1
1202,customer1202@example.com,Lê Ngọc,Nữ,1974,50-59,Nhà đầu tư,Hà Nội,Việt Nam,Diamond,1,1,10,2023-04-21,2024-09-20,1
1203,customer1203@example.com,Trần Hoa,Nữ,1991,30-39,Luật sư,Bình Dương,Việt Nam,Gold,2,1,3,2017-06-21,2023-10-14,1
1204,customer1204@example.com,Vũ Trung,Nam,1979,40-49,Nhà đầu tư,TP HCM,Việt Nam,Platinum,4,1,8,2019-12-18,2023-06-03,1
1205,customer1205@example.com,Nguyễn Yến,Nữ,1984,40-49,Kiến trúc sư,Hà Nội,Việt Nam,Gold,3,1,6,2015-03-26,2024-05-26,1
1206,customer1206@example.com,Đỗ Linh,Nữ,1988,30-39,Chuyên gia tài chính,Hà Nội,Việt Nam,Platinum,4,1,3,2019-07-13,2023-08-01,1
1207,customer1207@example.com,Hoàng Linh,Nữ,1985,30-39,Kiến trúc sư,Đồng Nai,Việt Nam,Diamond,1,1,10,2017-09-26,2024-10-22,1
1208,customer1208@example.com,Vũ Phương,Nữ,1961,60+,Chuyên gia tài chính,TP HCM,Việt Nam,Gold,4,1,7,2016-01-02,2024-03-23,1
1209,customer1209@example.com,Phan Long,Nam,1977,40-49,Người nổi tiếng,Hà Nội,Việt Nam,Gold,2,1,1,2019-04-12,2024-01-09,0
1210,customer1210@example.com,Ngô Tuấn,Nam,1965,50-59,Giám đốc,TP HCM,Việt Nam,Silver,3,1,8,2016-09-02,2023-10-28,1
1211,customer1211@example.com,Lê Linh,Nữ,1977,40-49,Nhà đầu tư,Hà Nội,Việt Nam,Silver,1,1,10,2015-08-02,2024-08-09,1
1212,customer1212@example.com,Bùi Bình,Nam,1978,40-49,Nhà đầu tư,Đồng Nai,Việt Nam,Platinum,2,1,10,2022-12-28,2023-03-20,0
1213,customer1213@example.com,Dương Tuấn,Nam,1977,40-49,Giám đốc,Đà Nẵng,Việt Nam,Gold,2,1,3,2020-12-25,2023-07-11,1
1214,customer1214@example.com,Lê Việt,Nam,1980,40-49,Kiến trúc sư,TP HCM,Việt Nam,Gold,1,1,7,2016-07-06,2023-06-21,0
1215,customer1215@example.com,Phạm Trung,Nam,1968,50-59,Chuyên gia tài chính,TP HCM,Việt Nam,Silver,2,1,2,2023-01-01,2023-09-12,1
1216,customer1216@example.com,Vũ Tuấn,Nam,1964,60+,Doanh nhân,Hà Nội,Việt Nam,Gold,4,1,9,2021-01-26,2024-02-18,1
1217,customer1217@example.com,Phan Ngọc,Nữ,1993,30-39,Nhà đầu tư,Đà Nẵng,Việt Nam,Gold,4,1,3,2015-05-30,2023-07-31,0
1218,customer1218@example.com,Trần Phương,Nữ,1979,40-49,Nhà đầu tư,TP HCM,Việt Nam,Silver,4,1,4,2023-06-01,2023-01-17,1
1219,customer1219@example.com,Đỗ Việt,Nam,1988,30-39,Bác sĩ,TP HCM,Việt Nam,Silver,1,1,4,2019-12-04,2023-09-16,1
1220,customer1220@example.com,Phan Linh,Nữ,1989,30-39,Người nổi tiếng,Hà Nội,Expat,Silver,2,1,2,2018-04-25,2024-01-19,0
1221,customer1221@example.com,Hồ Hà,Nữ,1984,40-49,Nhà đầu tư,Hà Nội,Việt Nam,Platinum,4,1,1,2020-05-17,2023-03-11,1
1222,customer1222@example.com,Bùi Tuấn,Nam,1979,40-49,Doanh nhân,Quảng Ninh,Việt Nam,Platinum,3,1,1,2015-04-12,2024-06-05,1
1223,customer1223@example.com,Đặng Hằng,Nữ,1961,60+,Chuyên gia tài chính,Hải Phòng,Việt Nam,Gold,3,1,6,2015-07-28,2024-06-13,1
1224,customer1224@example.com,Vũ Ngọc,Nữ,1991,30-39,Doanh nhân,TP HCM,Việt Nam,Platinum,1,1,3,2019-03-28,2023-12-05,1
1225,customer1225@example.com,Lê Mai,Nữ,1977,40-49,Luật sư,Hà Nội,Việt Nam,Gold,1,1,1,2018-05-25,2023-01-13,1
1226,customer1226@example.com,Đỗ Đức,Nam,1986,30-39,Nhà đầu tư,Hải Phòng,Expat,Gold,3,1,4,2015-01-03,2023-03-09,1
1227,customer1227@example.com,Ngô Bình,Nam,1976,40-49,Giám đốc,Hà Nội,Expat,Silver,4,1,2,2015-11-24,2024-11-16,1
1228,customer1228@example.com,Đặng Thảo,Nữ,1983,40-49,Chuyên gia tài chính,TP HCM,Việt Nam,Silver,3,1,10,2017-10-01,2023-08-20,1
1229,customer1229@example.com,Hoàng Nga,Nữ,1990,30-39,Kiến trúc sư,TP HCM,Việt Nam,Gold,3,1,5,2016-03-12,2023-06-01,1
1230,customer1230@example.com,Đặng Tuấn,Nam,1975,40-49,Giám đốc,TP HCM,Việt Nam,Gold,4,1,7,2021-05-09,2023-12-06,1
1231,customer1231@example.com,Đỗ Bình,Nam,1970,50-59,Giám đốc,Đà Nẵng,Expat,Silver,4,1,7,2016-09-22,2024-02-29,1
1232,customer1232@example.com,Phan Hùng,Nam,1981,40-49,Kiến trúc sư,Hà Nội,Expat,Gold,4,1,10,2017-05-26,2024-02-20,1
1233,customer1233@example.com,Phạm Trung,Nam,1978,40-49,Bác sĩ,TP HCM,Việt Nam,Gold,1,1,2,2015-12-03,2023-03-26,1
1234,customer1234@example.com,Bùi Quang,Nam,1969,50-59,Người nổi tiếng,Đồng Nai,Expat,Platinum,2,1,1,2015-01-09,2024-04-27,1
1235,customer1235@example.com,Phan Anh,Nam,1978,40-49,Chuyên gia tài chính,TP HCM,Việt Nam,Silver,3,1,6,2016-02-14,2023-02-09,1
1236,customer1236@example.com,Đỗ Minh,Nam,1962,60+,Luật sư,Hải Phòng,Expat,Platinum,4,1,2,2017-12-30,2024-08-30,1
1237,customer1237@example.com,Lê Hùng,Nam,1978,40-49,Người nổi tiếng,TP HCM,Việt Nam,Gold,1,1,8,2021-10-20,2023-08-18,1
1238,customer1238@example.com,Phan Anh,Nam,1985,30-39,Bác sĩ,TP HCM,Việt Nam,Gold,3,1,5,2022-04-30,2024-12-23,1
1239,customer1239@example.com,Dương Hà,Nữ,1975,40-49,Kiến trúc sư,TP HCM,Việt Nam,Gold,2,1,1,2015-11-22,2023-03-02,1
1240,customer1240@example.com,Trần Bình,Nam,1969,50-59,Bác sĩ,Hà Nội,Việt Nam,Platinum,3,1,10,2017-09-06,2024-05-08,1
1241,customer1241@example.com,Ngô Trung,Nam,1995,25-29,Kiến trúc sư,Khánh Hòa,Việt Nam,Gold,1,1,6,2016-10-03,2024-02-05,1
1242,customer1242@example.com,Nguyễn Việt,Nam,1963,60+,Kiến trúc sư,TP HCM,Việt Nam,Gold,4,1,6,2020-01-16,2023-05-17,1
1243,customer1243@example.com,Dương Phương,Nữ,1980,40-49,Bác sĩ,Hà Nội,Việt Nam,Diamond,4,1,2,2020-06-17,2023-12-09,1
1244,customer1244@example.com,Bùi Trung,Nam,1975,40-49,Người nổi tiếng,Khánh Hòa,Expat,Platinum,4,1,1,2015-02-07,2024-10-08,1
1245,customer1245@example.com,Phan Lan,Nữ,1983,40-49,Giám đốc,TP HCM,Việt Nam,Gold,2,1,3,2018-09-23,2024-11-27,1
1246,customer1246@example.com,Vũ Yến,Nữ,1993,30-39,Luật sư,TP HCM,Expat,Platinum,4,1,10,2021-02-19,2023-10-25,1
1247,customer1247@example.com,Hoàng Nga,Nữ,1962,60+,Doanh nhân,TP HCM,Việt Nam,Platinum,4,1,7,2020-03-13,2024-09-15,1
1248,customer1248@example.com,Phạm Thu,Nữ,1997,25-29,Kiến trúc sư,Hà Nội,Việt Nam,Silver,2,1,10,2017-11-06,2024-02-09,1
1249,customer1249@example.com,Phạm Bình,Nam,1962,60+,Luật sư,TP HCM,Việt Nam,Diamond,3,1,9,2021-02-16,2024-03-02,0
1250,customer1250@example.com,Hồ Lan,Nữ,1998,25-29,Người nổi tiếng,Quảng Ninh,Việt Nam,Platinum,3,1,2,2017-08-19,2024-02-03,1
1251,customer1251@example.com,Bùi Ánh,Nữ,1971,50-59,Luật sư,Hà Nội,Việt Nam,Silver,2,1,8,2015-03-26,2023-04-12,1
1252,customer1252@example.com,Hồ Thảo,Nữ,1970,50-59,Kiến trúc sư,TP HCM,Expat,Silver,2,1,6,2016-02-04,2023-10-23,1
1253,customer1253@example.com,Lê Hùng,Nam,1964,60+,Doanh nhân,Khánh Hòa,Việt Nam,Platinum,3,1,3,2016-04-09,2024-04-07,1
1254,customer1254@example.com,Trần Thu,Nữ,1992,30-39,Kiến trúc sư,Hải Phòng,Việt Nam,Silver,2,1,7,2017-02-14,2024-07-12,1
1255,customer1255@example.com,Trần Tuấn,Nam,1965,50-59,Bác sĩ,TP HCM,Việt Nam,Platinum,2,1,8,2023-06-29,2024-10-08,1
1256,customer1256@example.com,Dương Ngọc,Nữ,1984,40-49,Nhà đầu tư,Hà Nội,Việt Nam,Platinum,2,1,3,2017-02-17,2024-09-27,1
1257,customer1257@example.com,Hồ Việt,Nam,1974,50-59,Người nổi tiếng,TP HCM,Việt Nam,Silver,3,1,4,2015-06-21,2023-02-07,1
1258,customer1258@example.com,Phan Minh,Nam,1996,25-29,Chuyên gia tài chính,TP HCM,Việt Nam,Platinum,3,1,8,2015-12-16,2023-05-18,1
1259,customer1259@example.com,Lê Bình,Nam,1997,25-29,Người nổi tiếng,TP HCM,Việt Nam,Platinum,1,1,10,2015-05-14,2024-10-15,1
1260,customer1260@example.com,Vũ Thảo,Nữ,1994,30-39,Doanh nhân,Bình Dương,Việt Nam,Silver,2,1,5,2019-04-04,2023-06-06,1
1261,customer1261@example.com,Bùi Nga,Nữ,1964,60+,Giám đốc,TP HCM,Việt Nam,Gold,1,1,5,2018-09-04,2023-07-09,1
1262,customer1262@example.com,Đỗ Trung,Nam,1993,30-39,Giám đốc,TP HCM,Việt Nam,Silver,3,1,6,2016-05-21,2023-07-07,1
1263,customer1263@example.com,Nguyễn Long,Nam,1974,50-59,Kiến trúc sư,Bình Dương,Việt Nam,Gold,1,1,9,2021-06-22,2024-12-08,1
1264,customer1264@example.com,Vũ Ngọc,Nữ,1966,50-59,Doanh nhân,Hà Nội,Expat,Silver,3,1,5,2023-04-24,2023-02-23,1
1265,customer1265@example.com,Nguyễn Hùng,Nam,1997,25-29,Người nổi tiếng,Hà Nội,Việt Nam,Gold,1,1,5,2016-10-12,2024-08-28,1
1266,customer1266@example.com,Phan Tuấn,Nam,1965,50-59,Bác sĩ,TP HCM,Việt Nam,Platinum,1,1,8,2017-06-13,2024-12-26,1
1267,customer1267@example.com,Nguyễn Anh,Nam,1986,30-39,Kiến trúc sư,TP HCM,Việt Nam,Platinum,4,1,9,2017-09-01,2023-03-02,1
1268,customer1268@example.com,Bùi Thảo,Nữ,1972,50-59,Chuyên gia tài chính,Hà Nội,Expat,Gold,3,1,5,2017-10-17,2024-09-23,1
1269,customer1269@example.com,Hoàng Anh,Nam,1986,30-39,Người nổi tiếng,Hà Nội,Việt Nam,Gold,3,1,3,2021-06-19,2023-07-08,1
1270,customer1270@example.com,Lê Khánh,Nam,1975,40-49,Doanh nhân,Hà Nội,Việt Nam,Silver,1,1,7,2016-06-28,2023-08-12,1
1271,customer1271@example.com,Nguyễn Anh,Nam,1996,25-29,Luật sư,Đà Nẵng,Việt Nam,Silver,1,1,6,2017-04-25,2024-04-02,1
1272,customer1272@example.com,Phan Quang,Nam,1983,40-49,Nhà đầu tư,TP HCM,Việt Nam,Gold,2,1,3,2017-04-26,2024-02-03,1
1273,customer1273@example.com,Đặng Long,Nam,1991,30-39,Nhà đầu tư,Hà Nội,Việt Nam,Gold,1,1,1,2023-05-24,2024-04-14,1
1274,customer1274@example.com,Trần Long,Nam,1986,30-39,Bác sĩ,Hà Nội,Việt Nam,Platinum,4,1,9,2015-09-25,2024-08-23,1
1275,customer1275@example.com,Đặng Linh,Nữ,1974,50-59,Kiến trúc sư,Hải Phòng,Expat,Silver,4,1,4,2019-11-30,2023-05-17,0
1276,customer1276@example.com,Vũ Đức,Nam,1991,30-39,Bác sĩ,Hà Nội,Việt Nam,Gold,1,1,5,2022-05-20,2024-06-12,1
1277,customer1277@example.com,Trần Phương,Nữ,1961,60+,Giám đốc,Hà Nội,Việt Nam,Platinum,2,1,8,2020-12-04,2023-01-04,1
1278,customer1278@example.com,Dương Khánh,Nam,1980,40-49,Nhà đầu tư,TP HCM,Việt Nam,Silver,1,1,5,2023-01-31,2024-03-11,1
1279,customer1279@example.com,Phạm Ánh,Nữ,1997,25-29,Nhà đầu tư,TP HCM,Expat,Gold,3,1,2,2019-04-06,2024-04-28,1
1280,customer1280@example.com,Nguyễn Hải,Nam,1980,40-49,Chuyên gia tài chính,TP HCM,Việt Nam,Silver,2,1,7,2021-04-22,2023-01-17,1
1281,customer1281@example.com,Lê Đức,Nam,1996,25-29,Nhà đầu tư,Bình Dương,Việt Nam,Gold,1,1,2,2022-08-21,2024-07-15,1
1282,customer1282@example.com,Ngô Đức,Nam,1974,50-59,Luật sư,TP HCM,Việt Nam,Silver,4,1,2,2018-02-22,2024-10-20,1
1283,customer1283@example.com,Trần Nga,Nữ,1973,50-59,Luật sư,TP HCM,Việt Nam,Silver,2,1,1,2020-05-03,2024-12-06,1
1284,customer1284@example.com,Đặng Đức,Nam,1960,60+,Nhà đầu tư,Bình Dương,Việt Nam,Gold,2,1,10,2018-02-11,2023-01-01,1
1285,customer1285@example.com,Dương Thu,Nữ,1982,40-49,Bác sĩ,Hà Nội,Việt Nam,Gold,1,1,5,2017-02-27,2023-06-26,1
1286,customer1286@example.com,Ngô Tuấn,Nam,1962,60+,Luật sư,Hải Phòng,Việt Nam,Silver,1,1,8,2017-07-13,2024-09-25,1
1287,customer1287@example.com,Phan Anh,Nam,1973,50-59,Kiến trúc sư,Hải Phòng,Việt Nam,Platinum,2,1,8,2019-03-29,2023-01-08,1
1288,customer1288@example.com,Lê Anh,Nam,1994,30-39,Nhà đầu tư,Hà Nội,Việt Nam,Silver,2,1,7,2016-03-20,2024-03-21,1
1289,customer1289@example.com,Ngô Thành,Nam,1977,40-49,Chuyên gia tài chính,Bình Dương,Việt Nam,Diamond,2,1,8,2019-10-07,2023-06-26,1
1290,customer1290@example.com,Phan Thảo,Nữ,1977,40-49,Luật sư,Đồng Nai,Việt Nam,Platinum,2,1,7,2018-04-25,2024-01-20,1
1291,customer1291@example.com,Đỗ Hoa,Nữ,1965,50-59,Bác sĩ,Đồng Nai,Việt Nam,Platinum,1,1,9,2020-05-17,2024-02-09,1
1292,customer1292@example.com,Bùi Tuấn,Nam,1963,60+,Luật sư,Hải Phòng,Việt Nam,Silver,1,1,4,2021-01-16,2024-07-19,1
1293,customer1293@example.com,Hoàng Hải,Nam,1976,40-49,Bác sĩ,Hải Phòng,Việt Nam,Gold,2,1,3,2017-06-22,2024-12-16,1
1294,customer1294@example.com,Trần Quang,Nam,1988,30-39,Giám đốc,Đà Nẵng,Việt Nam,Silver,3,1,6,2015-05-03,2023-02-03,1
1295,customer1295@example.com,Dương Khánh,Nam,1961,60+,Doanh nhân,Hà Nội,Việt Nam,Platinum,1,1,2,2022-09-18,2023-07-14,1
1296,customer1296@example.com,Dương Thành,Nam,1988,30-39,Chuyên gia tài chính,Hà Nội,Việt Nam,Diamond,1,1,3,2018-12-18,2023-11-17,1
1297,customer1297@example.com,Hồ Long,Nam,1992,30-39,Kiến trúc sư,Hà Nội,Việt Nam,Platinum,4,1,5,2020-07-04,2024-06-18,1
1298,customer1298@example.com,Lê Việt,Nam,1969,50-59,Kiến trúc sư,TP HCM,Việt Nam,Silver,4,1,1,2020-09-08,2024-03-21,1
1299,customer1299@example.com,Nguyễn Minh,Nam,1998,25-29,Kiến trúc sư,Bình Dương,Việt Nam,Gold,1,1,6,2023-02-13,2024-06-12,1
1300,customer1300@example.com,Vũ Trung,Nam,1985,30-39,Giám đốc,Hà Nội,Việt Nam,Silver,2,1,6,2019-02-22,2024-11-08,0
1301,customer1301@example.com,Dương Phương,Nữ,1970,50-59,Nhà đầu tư,Đà Nẵng,Việt Nam,Silver,4,1,1,2019-07-24,2023-08-01,1
1302,customer1302@example.com,Dương Lan,Nữ,1982,40-49,Bác sĩ,Hà Nội,Việt Nam,Platinum,1,1,7,2017-11-01,2024-06-25,1
1303,customer1303@example.com,Hồ Khánh,Nam,1976,40-49,Kiến trúc sư,Khánh Hòa,Việt Nam,Gold,4,1,8,2017-10-16,2024-06-12,1
1304,customer1304@example.com,Hồ Hùng,Nam,1993,30-39,Nhà đầu tư,Hà Nội,Việt Nam,Silver,4,1,10,2022-08-08,2023-10-30,1
1305,customer1305@example.com,Hoàng Mai,Nữ,1986,30-39,Doanh nhân,Hà Nội,Việt Nam,Platinum,3,1,9,2019-10-31,2023-08-08,1
1306,customer1306@example.com,Đặng Hà,Nữ,1965,50-59,Doanh nhân,Hải Phòng,Việt Nam,Diamond,4,1,3,2018-12-23,2024-01-18,1
1307,customer1307@example.com,Vũ Việt,Nam,1971,50-59,Luật sư,Đà Nẵng,Việt Nam,Gold,2,1,5,2017-02-24,2023-01-24,1
1308,customer1308@example.com,Hoàng Hằng,Nữ,1984,40-49,Kiến trúc sư,Bình Dương,Việt Nam,Diamond,1,1,4,2023-03-13,2023-04-22,1
1309,customer1309@example.com,Phan Khánh,Nam,1977,40-49,Bác sĩ,TP HCM,Việt Nam,Silver,3,1,1,2018-04-01,2024-12-04,1
1310,customer1310@example.com,Phạm Linh,Nữ,1975,40-49,Luật sư,Khánh Hòa,Việt Nam,Silver,3,1,10,2018-07-14,2024-12-26,1
1311,customer1311@example.com,Dương Hùng,Nam,1969,50-59,Giám đốc,Hà Nội,Việt Nam,Gold,1,1,9,2015-07-17,2024-09-13,1
1312,customer1312@example.com,Trần Anh,Nam,1997,25-29,Luật sư,TP HCM,Việt Nam,Gold,2,1,1,2019-07-24,2023-02-05,1
1313,customer1313@example.com,Đặng Việt,Nam,1992,30-39,Chuyên gia tài chính,Quảng Ninh,Việt Nam,Diamond,4,1,9,2023-01-29,2024-06-21,1
1314,customer1314@example.com,Phạm Minh,Nam,1971,50-59,Doanh nhân,TP HCM,Việt Nam,Gold,2,1,10,2020-11-15,2023-01-14,1
1315,customer1315@example.com,Đặng Ánh,Nữ,1981,40-49,Người nổi tiếng,Hà Nội,Việt Nam,Diamond,1,1,7,2015-01-13,2024-09-27,1
1316,customer1316@example.com,Đỗ Ngọc,Nữ,1983,40-49,Chuyên gia tài chính,Hà Nội,Việt Nam,Silver,1,1,2,2020-11-24,2024-10-16,1
1317,customer1317@example.com,Bùi Thảo,Nữ,1966,50-59,Luật sư,Hà Nội,Việt Nam,Silver,1,1,10,2016-07-24,2024-02-22,1
1318,customer1318@example.com,Đỗ Trung,Nam,1973,50-59,Bác sĩ,Hà Nội,Việt Nam,Silver,4,1,2,2016-01-13,2023-09-19,1
1319,customer1319@example.com,Bùi Yến,Nữ,1968,50-59,Nhà đầu tư,Khánh Hòa,Việt Nam,Gold,1,1,6,2017-08-31,2024-05-19,1
1320,customer1320@example.com,Dương Trang,Nữ,1987,30-39,Doanh nhân,TP HCM,Việt Nam,Platinum,4,1,1,2015-06-22,2023-07-17,1
1321,customer1321@example.com,Phạm Hải,Nam,1993,30-39,Nhà đầu tư,TP HCM,Việt Nam,Platinum,1,1,7,2016-09-22,2024-12-02,1
1322,customer1322@example.com,Trần Mai,Nữ,1973,50-59,Luật sư,Hà Nội,Việt Nam,Silver,4,1,9,2021-03-03,2023-07-07,1
1323,customer1323@example.com,Hồ Bình,Nam,1991,30-39,Nhà đầu tư,Đà Nẵng,Việt Nam,Silver,2,1,9,2017-12-16,2023-10-25,1
1324,customer1324@example.com,Phạm Long,Nam,1967,50-59,Doanh nhân,Hải Phòng,Expat,Platinum,3,1,5,2017-08-30,2024-05-03,1
1325,customer1325@example.com,Nguyễn Đức,Nam,1986,30-39,Luật sư,TP HCM,Việt Nam,Silver,1,1,6,2020-01-24,2024-12-08,1
1326,customer1326@example.com,Phan Trung,Nam,1992,30-39,Giám đốc,Hải Phòng,Việt Nam,Silver,1,1,8,2017-11-11,2024-08-19,1
1327,customer1327@example.com,Ngô Phương,Nữ,1998,25-29,Nhà đầu tư,Đà Nẵng,Việt Nam,Gold,3,1,9,2022-03-13,2024-09-11,1
1328,customer1328@example.com,Bùi Thảo,Nữ,1965,50-59,Bác sĩ,TP HCM,Việt Nam,Gold,2,1,3,2018-09-15,2024-08-01,1
1329,customer1329@example.com,Hoàng Trung,Nam,1992,30-39,Luật sư,Khánh Hòa,Expat,Silver,2,1,5,2016-08-01,2024-03-16,1
1330,customer1330@example.com,Đỗ Khánh,Nam,1986,30-39,Doanh nhân,Quảng Ninh,Việt Nam,Gold,1,1,8,2019-09-07,2023-02-01,1
1331,customer1331@example.com,Hoàng Thành,Nam,1973,50-59,Luật sư,TP HCM,Việt Nam,Platinum,3,1,4,2020-10-31,2023-05-22,1
1332,customer1332@example.com,Nguyễn Hải,Nam,1978,40-49,Nhà đầu tư,Bình Dương,Việt Nam,Silver,4,1,6,2015-05-03,2024-07-16,1
1333,customer1333@example.com,Đỗ Việt,Nam,1985,30-39,Chuyên gia tài chính,TP HCM,Việt Nam,Platinum,1,1,9,2019-04-16,2024-08-09,1
1334,customer1334@example.com,Phạm Lan,Nữ,1964,60+,Người nổi tiếng,Hải Phòng,Việt Nam,Platinum,2,1,4,2020-12-04,2023-11-18,1
1335,customer1335@example.com,Phạm Việt,Nam,1976,40-49,Kiến trúc sư,TP HCM,Việt Nam,Gold,3,1,9,2018-01-18,2024-10-03,1
1336,customer1336@example.com,Đặng Việt,Nam,1970,50-59,Luật sư,Hà Nội,Việt Nam,Gold,4,1,7,2015-09-14,2023-02-26,1
1337,customer1337@example.com,Phạm Hoa,Nữ,1992,30-39,Giám đốc,TP HCM,Việt Nam,Silver,1,1,1,2015-09-29,2024-01-20,1
1338,customer1338@example.com,Hoàng Ánh,Nữ,1965,50-59,Giám đốc,Bình Dương,Việt Nam,Gold,2,1,9,2017-03-13,2024-08-19,1
1339,customer1339@example.com,Nguyễn Trang,Nữ,1969,50-59,Chuyên gia tài chính,Hà Nội,Việt Nam,Silver,4,1,8,2019-12-19,2024-09-05,1
1340,customer1340@example.com,Ngô Bình,Nam,1963,60+,Bác sĩ,Đà Nẵng,Việt Nam,Gold,2,1,10,2016-07-15,2023-12-19,0
1341,customer1341@example.com,Ngô Anh,Nam,1991,30-39,Người nổi tiếng,Đồng Nai,Expat,Diamond,1,1,5,2015-04-04,2024-02-11,1
1342,customer1342@example.com,Phạm Linh,Nữ,1964,60+,Luật sư,TP HCM,Việt Nam,Silver,3,1,6,2023-01-07,2023-06-25,1
